"","max_depth","min_split","cp","minbucket","ganancia_promedio"
"906",8,100,-1,80,49140000
"907",8,100,-0.5,80,49140000
"908",8,100,0,80,0
"909",8,100,0.5,80,0
"910",8,100,1,80,0
"911",8,100,1.5,80,0
"912",8,100,2,80,0
"913",8,100,-1.5,75,49280000
"914",8,100,-1,75,49280000
"915",8,100,-0.5,75,49280000
"916",8,100,0,75,0
"917",8,100,0.5,75,0
"918",8,100,1,75,0
"919",8,100,1.5,75,0
"920",8,100,2,75,0
"921",8,100,-1.5,50,46580000
"922",8,100,-1,50,46580000
"923",8,100,-0.5,50,46580000
"924",8,100,0,50,15796000
"925",8,100,0.5,50,0
"926",8,100,1,50,0
"927",8,100,1.5,50,0
"928",8,100,2,50,0
"929",8,100,-1.5,25,45218000
"930",8,100,-1,25,45218000
"931",8,100,-0.5,25,45218000
"932",8,100,0,25,30790000
"933",8,100,0.5,25,0
"934",8,100,1,25,0
"935",8,100,1.5,25,0
"936",8,100,2,25,0
"937",8,100,-1.5,20,45134000
"938",8,100,-1,20,45134000
"939",8,100,-0.5,20,45134000
"940",8,100,0,20,38362000
"941",8,100,0.5,20,0
"942",8,100,1,20,0
"943",8,100,1.5,20,0
"944",8,100,2,20,0
"945",8,50,-1.5,40,47266000
"946",8,50,-1,40,47266000
"947",8,50,-0.5,40,47266000
"948",8,50,0,40,38122000
"949",8,50,0.5,40,0
"950",8,50,1,40,0
"951",8,50,1.5,40,0
"952",8,50,2,40,0
"953",8,50,-1.5,37,46706000
"954",8,50,-1,37,46706000
"955",8,50,-0.5,37,46706000
"956",8,50,0,37,38122000
"957",8,50,0.5,37,0
"958",8,50,1,37,0
"959",8,50,1.5,37,0
"960",8,50,2,37,0
"961",8,50,-1.5,25,44450000
"962",8,50,-1,25,44450000
"963",8,50,-0.5,25,44450000
"964",8,50,0,25,41934000
"965",8,50,0.5,25,0
"966",8,50,1,25,0
"967",8,50,1.5,25,0
"968",8,50,2,25,0
"969",8,50,-1.5,12,46632000
"970",8,50,-1,12,46632000
"971",8,50,-0.5,12,46632000
"972",8,50,0,12,40272000
"973",8,50,0.5,12,0
"974",8,50,1,12,0
"975",8,50,1.5,12,0
"976",8,50,2,12,0
"977",8,50,-1.5,10,48230000
"978",8,50,-1,10,48230000
"979",8,50,-0.5,10,48230000
"980",8,50,0,10,40162000
"981",8,50,0.5,10,0
"982",8,50,1,10,0
"983",8,50,1.5,10,0
"984",8,50,2,10,0
"985",8,20,-1.5,16,45784000
"986",8,20,-1,16,45784000
"987",8,20,-0.5,16,45784000
"988",8,20,0,16,44764000
"989",8,20,0.5,16,0
"990",8,20,1,16,0
"991",8,20,1.5,16,0
"992",8,20,2,16,0
"993",8,20,-1.5,15,45868000
"994",8,20,-1,15,45868000
"995",8,20,-0.5,15,45868000
"996",8,20,0,15,44636000
"997",8,20,0.5,15,0
"998",8,20,1,15,0
"999",8,20,1.5,15,0
"1000",8,20,2,15,0
"1001",8,20,-1.5,10,46928000
"1002",8,20,-1,10,46928000
"1003",8,20,-0.5,10,46928000
"1004",8,20,0,10,44788000
"1005",8,20,0.5,10,0
"1006",8,20,1,10,0
"1007",8,20,1.5,10,0
"1008",8,20,2,10,0
"1009",8,20,-1.5,5,46298000
"1010",8,20,-1,5,46298000
"1011",8,20,-0.5,5,46298000
"1012",8,20,0,5,43826000
"1013",8,20,0.5,5,0
"1014",8,20,1,5,0
"1015",8,20,1.5,5,0
"1016",8,20,2,5,0
"1017",8,20,-1.5,4,46182000
"1018",8,20,-1,4,46182000
"1019",8,20,-0.5,4,46182000
"1020",8,20,0,4,43826000
"1021",8,20,0.5,4,0
"1022",8,20,1,4,0
"1023",8,20,1.5,4,0
"1024",8,20,2,4,0
"1025",8,10,-1.5,8,46708000
"1026",8,10,-1,8,46708000
"1027",8,10,-0.5,8,46708000
"1028",8,10,0,8,46554000
"1029",8,10,0.5,8,0
"1030",8,10,1,8,0
"1031",8,10,1.5,8,0
"1032",8,10,2,8,0
"1033",8,10,-1.5,7,45986000
"1034",8,10,-1,7,45986000
"1035",8,10,-0.5,7,45986000
"1036",8,10,0,7,46204000
"1037",8,10,0.5,7,0
"1038",8,10,1,7,0
"1039",8,10,1.5,7,0
"1040",8,10,2,7,0
"1041",8,10,-1.5,5,45498000
"1042",8,10,-1,5,45498000
"1043",8,10,-0.5,5,45498000
"1044",8,10,0,5,45580000
"1045",8,10,0.5,5,0
"1046",8,10,1,5,0
"1047",8,10,1.5,5,0
"1048",8,10,2,5,0
"1049",8,10,-1.5,2,45484000
"1050",8,10,-1,2,45484000
"1051",8,10,-0.5,2,45484000
"1052",8,10,0,2,43710000
"1053",8,10,0.5,2,0
"1054",8,10,1,2,0
"1055",8,10,1.5,2,0
"1056",8,10,2,2,0
"1057",10,1000,-1.5,800,49886000
"1058",10,1000,-1,800,49886000
"1059",10,1000,-0.5,800,49886000
"1060",10,1000,0,800,0
"1061",10,1000,0.5,800,0
"1062",10,1000,1,800,0
"1063",10,1000,1.5,800,0
"1064",10,1000,2,800,0
"1065",10,1000,-1.5,750,49908000
"1066",10,1000,-1,750,49908000
"1067",10,1000,-0.5,750,49908000
"1068",10,1000,0,750,0
"1069",10,1000,0.5,750,0
"1070",10,1000,1,750,0
"1071",10,1000,1.5,750,0
"1072",10,1000,2,750,0
"1073",10,1000,-1.5,500,47854000
"1074",10,1000,-1,500,47854000
"1075",10,1000,-0.5,500,47854000
"1076",10,1000,0,500,0
"1077",10,1000,0.5,500,0
"1078",10,1000,1,500,0
"1079",10,1000,1.5,500,0
"1080",10,1000,2,500,0
"1081",10,1000,-1.5,250,47362000
"1082",10,1000,-1,250,47362000
"1083",10,1000,-0.5,250,47362000
"1084",10,1000,0,250,0
"1085",10,1000,0.5,250,0
"1086",10,1000,1,250,0
"1087",10,1000,1.5,250,0
"1088",10,1000,2,250,0
"1089",10,1000,-1.5,200,47756000
"1090",10,1000,-1,200,47756000
"1091",10,1000,-0.5,200,47756000
"1092",10,1000,0,200,0
"1093",10,1000,0.5,200,0
"1094",10,1000,1,200,0
"1095",10,1000,1.5,200,0
"1096",10,1000,2,200,0
"1097",10,800,-1.5,640,49030000
"1098",10,800,-1,640,49030000
"1099",10,800,-0.5,640,49030000
"1100",10,800,0,640,0
"1101",10,800,0.5,640,0
"1102",10,800,1,640,0
"1103",10,800,1.5,640,0
"1104",10,800,2,640,0
"1105",10,800,-1.5,600,48732000
"1106",10,800,-1,600,48732000
"1107",10,800,-0.5,600,48732000
"1108",10,800,0,600,0
"1109",10,800,0.5,600,0
"1110",10,800,1,600,0
"1111",10,800,1.5,600,0
"1112",10,800,2,600,0
"1113",10,800,-1.5,400,48172000
"1114",10,800,-1,400,48172000
"1115",10,800,-0.5,400,48172000
"1116",10,800,0,400,0
"1117",10,800,0.5,400,0
"1118",10,800,1,400,0
"1119",10,800,1.5,400,0
"1120",10,800,2,400,0
"1121",10,800,-1.5,200,47352000
"1122",10,800,-1,200,47352000
"1123",10,800,-0.5,200,47352000
"1124",10,800,0,200,0
"1125",10,800,0.5,200,0
"1126",10,800,1,200,0
"1127",10,800,1.5,200,0
"1128",10,800,2,200,0
"1129",10,800,-1.5,160,47808000
"1130",10,800,-1,160,47808000
"1131",10,800,-0.5,160,47808000
"1132",10,800,0,160,0
"1133",10,800,0.5,160,0
"1134",10,800,1,160,0
"1135",10,800,1.5,160,0
"1136",10,800,2,160,0
"1137",10,600,-1.5,480,48032000
"1138",10,600,-1,480,48032000
"1139",10,600,-0.5,480,48032000
"1140",10,600,0,480,0
"1141",10,600,0.5,480,0
"1142",10,600,1,480,0
"1143",10,600,1.5,480,0
"1144",10,600,2,480,0
"1145",10,600,-1.5,450,47940000
"1146",10,600,-1,450,47940000
"1147",10,600,-0.5,450,47940000
"1148",10,600,0,450,0
"1149",10,600,0.5,450,0
"1150",10,600,1,450,0
"1151",10,600,1.5,450,0
"1152",10,600,2,450,0
"1153",10,600,-1.5,300,46926000
"1154",10,600,-1,300,46926000
"1155",10,600,-0.5,300,46926000
"1156",10,600,0,300,0
"1157",10,600,0.5,300,0
"1158",10,600,1,300,0
"1159",10,600,1.5,300,0
"1160",10,600,2,300,0
"1161",10,600,-1.5,150,47096000
"1162",10,600,-1,150,47096000
"1163",10,600,-0.5,150,47096000
"1164",10,600,0,150,0
"1165",10,600,0.5,150,0
"1166",10,600,1,150,0
"1167",10,600,1.5,150,0
"1168",10,600,2,150,0
"1169",10,600,-1.5,120,47242000
"1170",10,600,-1,120,47242000
"1171",10,600,-0.5,120,47242000
"1172",10,600,0,120,0
"1173",10,600,0.5,120,0
"1174",10,600,1,120,0
"1175",10,600,1.5,120,0
"1176",10,600,2,120,0
"1177",10,400,-1.5,320,46616000
"1178",10,400,-1,320,46616000
"1179",10,400,-0.5,320,46616000
"1180",10,400,0,320,0
"1181",10,400,0.5,320,0
"1182",10,400,1,320,0
"1183",10,400,1.5,320,0
"1184",10,400,2,320,0
"1185",10,400,-1.5,300,46926000
"1186",10,400,-1,300,46926000
"1187",10,400,-0.5,300,46926000
"1188",10,400,0,300,0
"1189",10,400,0.5,300,0
"1190",10,400,1,300,0
"1191",10,400,1.5,300,0
"1192",10,400,2,300,0
"1193",10,400,-1.5,200,47702000
"1194",10,400,-1,200,47702000
"1195",10,400,-0.5,200,47702000
"1196",10,400,0,200,0
"1197",10,400,0.5,200,0
"1198",10,400,1,200,0
"1199",10,400,1.5,200,0
"1200",10,400,2,200,0
"1201",10,400,-1.5,100,46114000
"1202",10,400,-1,100,46114000
"1203",10,400,-0.5,100,46114000
"1204",10,400,0,100,0
"1205",10,400,0.5,100,0
"1206",10,400,1,100,0
"1207",10,400,1.5,100,0
"1208",10,400,2,100,0
"1209",10,400,-1.5,80,46284000
"1210",10,400,-1,80,46284000
"1211",10,400,-0.5,80,46284000
"1212",10,400,0,80,0
"1213",10,400,0.5,80,0
"1214",10,400,1,80,0
"1215",10,400,1.5,80,0
"1216",10,400,2,80,0
"1217",10,200,-1.5,160,46378000
"1218",10,200,-1,160,46378000
"1219",10,200,-0.5,160,46378000
"1220",10,200,0,160,0
"1221",10,200,0.5,160,0
"1222",10,200,1,160,0
"1223",10,200,1.5,160,0
"1224",10,200,2,160,0
"1225",10,200,-1.5,150,45506000
"1226",10,200,-1,150,45506000
"1227",10,200,-0.5,150,45506000
"1228",10,200,0,150,0
"1229",10,200,0.5,150,0
"1230",10,200,1,150,0
"1231",10,200,1.5,150,0
"1232",10,200,2,150,0
"1233",10,200,-1.5,100,44560000
"1234",10,200,-1,100,44560000
"1235",10,200,-0.5,100,44560000
"1236",10,200,0,100,0
"1237",10,200,0.5,100,0
"1238",10,200,1,100,0
"1239",10,200,1.5,100,0
"1240",10,200,2,100,0
"1241",10,200,-1.5,50,48298000
"1242",10,200,-1,50,48298000
"1243",10,200,-0.5,50,48298000
"1244",10,200,0,50,0
"1245",10,200,0.5,50,0
"1246",10,200,1,50,0
"1247",10,200,1.5,50,0
"1248",10,200,2,50,0
"1249",10,200,-1.5,40,46456000
"1250",10,200,-1,40,46456000
"1251",10,200,-0.5,40,46456000
"1252",10,200,0,40,7476000
"1253",10,200,0.5,40,0
"1254",10,200,1,40,0
"1255",10,200,1.5,40,0
"1256",10,200,2,40,0
"1257",10,100,-1.5,80,47214000
"1258",10,100,-1,80,47214000
"1259",10,100,-0.5,80,47214000
"1260",10,100,0,80,0
"1261",10,100,0.5,80,0
"1262",10,100,1,80,0
"1263",10,100,1.5,80,0
"1264",10,100,2,80,0
"1265",10,100,-1.5,75,47142000
"1266",10,100,-1,75,47142000
"1267",10,100,-0.5,75,47142000
"1268",10,100,0,75,0
"1269",10,100,0.5,75,0
"1270",10,100,1,75,0
"1271",10,100,1.5,75,0
"1272",10,100,2,75,0
"1273",10,100,-1.5,50,46352000
"1274",10,100,-1,50,46352000
"1275",10,100,-0.5,50,46352000
"1276",10,100,0,50,15796000
"1277",10,100,0.5,50,0
"1278",10,100,1,50,0
"1279",10,100,1.5,50,0
"1280",10,100,2,50,0
"1281",10,100,-1.5,25,43046000
"1282",10,100,-1,25,43046000
"1283",10,100,-0.5,25,43046000
"1284",10,100,0,25,30790000
"1285",10,100,0.5,25,0
"1286",10,100,1,25,0
"1287",10,100,1.5,25,0
"1288",10,100,2,25,0
"1289",10,100,-1.5,20,43776000
"1290",10,100,-1,20,43776000
"1291",10,100,-0.5,20,43776000
"1292",10,100,0,20,38082000
"1293",10,100,0.5,20,0
"1294",10,100,1,20,0
"1295",10,100,1.5,20,0
"1296",10,100,2,20,0
"1297",10,50,-1.5,40,44424000
"1298",10,50,-1,40,44424000
"1299",10,50,-0.5,40,44424000
"1300",10,50,0,40,38122000
"1301",10,50,0.5,40,0
"1302",10,50,1,40,0
"1303",10,50,1.5,40,0
"1304",10,50,2,40,0
"1305",10,50,-1.5,37,44040000
"1306",10,50,-1,37,44040000
"1307",10,50,-0.5,37,44040000
"1308",10,50,0,37,38122000
"1309",10,50,0.5,37,0
"1310",10,50,1,37,0
"1311",10,50,1.5,37,0
"1312",10,50,2,37,0
"1313",10,50,-1.5,25,40712000
"1314",10,50,-1,25,40712000
"1315",10,50,-0.5,25,40712000
"1316",10,50,0,25,41934000
"1317",10,50,0.5,25,0
"1318",10,50,1,25,0
"1319",10,50,1.5,25,0
"1320",10,50,2,25,0
"1321",10,50,-1.5,12,45060000
"1322",10,50,-1,12,45060000
"1323",10,50,-0.5,12,45060000
"1324",10,50,0,12,40272000
"1325",10,50,0.5,12,0
"1326",10,50,1,12,0
"1327",10,50,1.5,12,0
"1328",10,50,2,12,0
"1329",10,50,-1.5,10,44630000
"1330",10,50,-1,10,44630000
"1331",10,50,-0.5,10,44630000
"1332",10,50,0,10,39962000
"1333",10,50,0.5,10,0
"1334",10,50,1,10,0
"1335",10,50,1.5,10,0
"1336",10,50,2,10,0
"1337",10,20,-1.5,16,42452000
"1338",10,20,-1,16,42452000
"1339",10,20,-0.5,16,42452000
"1340",10,20,0,16,44596000
"1341",10,20,0.5,16,0
"1342",10,20,1,16,0
"1343",10,20,1.5,16,0
"1344",10,20,2,16,0
"1345",10,20,-1.5,15,43502000
"1346",10,20,-1,15,43502000
"1347",10,20,-0.5,15,43502000
"1348",10,20,0,15,44468000
"1349",10,20,0.5,15,0
"1350",10,20,1,15,0
"1351",10,20,1.5,15,0
"1352",10,20,2,15,0
"1353",10,20,-1.5,10,42120000
"1354",10,20,-1,10,42120000
"1355",10,20,-0.5,10,42120000
"1356",10,20,0,10,44398000
"1357",10,20,0.5,10,0
"1358",10,20,1,10,0
"1359",10,20,1.5,10,0
"1360",10,20,2,10,0
"1361",10,20,-1.5,5,43436000
"1362",10,20,-1,5,43436000
"1363",10,20,-0.5,5,43436000
"1364",10,20,0,5,43474000
"1365",10,20,0.5,5,0
"1366",10,20,1,5,0
"1367",10,20,1.5,5,0
"1368",10,20,2,5,0
"1369",10,20,-1.5,4,42212000
"1370",10,20,-1,4,42212000
"1371",10,20,-0.5,4,42212000
"1372",10,20,0,4,44082000
"1373",10,20,0.5,4,0
"1374",10,20,1,4,0
"1375",10,20,1.5,4,0
"1376",10,20,2,4,0
"1377",10,10,-1.5,8,42754000
"1378",10,10,-1,8,42754000
"1379",10,10,-0.5,8,42754000
"1380",10,10,0,8,45430000
"1381",10,10,0.5,8,0
"1382",10,10,1,8,0
"1383",10,10,1.5,8,0
"1384",10,10,2,8,0
"1385",10,10,-1.5,7,43152000
"1386",10,10,-1,7,43152000
"1387",10,10,-0.5,7,43152000
"1388",10,10,0,7,45252000
"1389",10,10,0.5,7,0
"1390",10,10,1,7,0
"1391",10,10,1.5,7,0
"1392",10,10,2,7,0
"1393",10,10,-1.5,5,41364000
"1394",10,10,-1,5,41364000
"1395",10,10,-0.5,5,41364000
"1396",10,10,0,5,45920000
"1397",10,10,0.5,5,0
"1398",10,10,1,5,0
"1399",10,10,1.5,5,0
"1400",10,10,2,5,0
"1401",10,10,-1.5,2,41276000
"1402",10,10,-1,2,41276000
"1403",10,10,-0.5,2,41276000
"1404",10,10,0,2,43708000
"1405",10,10,0.5,2,0
"1406",10,10,1,2,0
"1407",10,10,1.5,2,0
"1408",10,10,2,2,0
"1409",12,1000,-1.5,800,49886000
"1410",12,1000,-1,800,49886000
"1411",12,1000,-0.5,800,49886000
"1412",12,1000,0,800,0
"1413",12,1000,0.5,800,0
"1414",12,1000,1,800,0
"1415",12,1000,1.5,800,0
"1416",12,1000,2,800,0
"1417",12,1000,-1.5,750,49908000
"1418",12,1000,-1,750,49908000
"1419",12,1000,-0.5,750,49908000
"1420",12,1000,0,750,0
"1421",12,1000,0.5,750,0
"1422",12,1000,1,750,0
"1423",12,1000,1.5,750,0
"1424",12,1000,2,750,0
"1425",12,1000,-1.5,500,47854000
"1426",12,1000,-1,500,47854000
"1427",12,1000,-0.5,500,47854000
"1428",12,1000,0,500,0
"1429",12,1000,0.5,500,0
"1430",12,1000,1,500,0
"1431",12,1000,1.5,500,0
"1432",12,1000,2,500,0
"1433",12,1000,-1.5,250,46924000
"1434",12,1000,-1,250,46924000
"1435",12,1000,-0.5,250,46924000
"1436",12,1000,0,250,0
"1437",12,1000,0.5,250,0
"1438",12,1000,1,250,0
"1439",12,1000,1.5,250,0
"1440",12,1000,2,250,0
"1441",12,1000,-1.5,200,47438000
"1442",12,1000,-1,200,47438000
"1443",12,1000,-0.5,200,47438000
"1444",12,1000,0,200,0
"1445",12,1000,0.5,200,0
"1446",12,1000,1,200,0
"1447",12,1000,1.5,200,0
"1448",12,1000,2,200,0
"1449",12,800,-1.5,640,49030000
"1450",12,800,-1,640,49030000
"1451",12,800,-0.5,640,49030000
"1452",12,800,0,640,0
"1453",12,800,0.5,640,0
"1454",12,800,1,640,0
"1455",12,800,1.5,640,0
"1456",12,800,2,640,0
"1457",12,800,-1.5,600,48752000
"1458",12,800,-1,600,48752000
"1459",12,800,-0.5,600,48752000
"1460",12,800,0,600,0
"1461",12,800,0.5,600,0
"1462",12,800,1,600,0
"1463",12,800,1.5,600,0
"1464",12,800,2,600,0
"1465",12,800,-1.5,400,47846000
"1466",12,800,-1,400,47846000
"1467",12,800,-0.5,400,47846000
"1468",12,800,0,400,0
"1469",12,800,0.5,400,0
"1470",12,800,1,400,0
"1471",12,800,1.5,400,0
"1472",12,800,2,400,0
"1473",12,800,-1.5,200,47034000
"1474",12,800,-1,200,47034000
"1475",12,800,-0.5,200,47034000
"1476",12,800,0,200,0
"1477",12,800,0.5,200,0
"1478",12,800,1,200,0
"1479",12,800,1.5,200,0
"1480",12,800,2,200,0
"1481",12,800,-1.5,160,47102000
"1482",12,800,-1,160,47102000
"1483",12,800,-0.5,160,47102000
"1484",12,800,0,160,0
"1485",12,800,0.5,160,0
"1486",12,800,1,160,0
"1487",12,800,1.5,160,0
"1488",12,800,2,160,0
"1489",12,600,-1.5,480,47708000
"1490",12,600,-1,480,47708000
"1491",12,600,-0.5,480,47708000
"1492",12,600,0,480,0
"1493",12,600,0.5,480,0
"1494",12,600,1,480,0
"1495",12,600,1.5,480,0
"1496",12,600,2,480,0
"1497",12,600,-1.5,450,47684000
"1498",12,600,-1,450,47684000
"1499",12,600,-0.5,450,47684000
"1500",12,600,0,450,0
"1501",12,600,0.5,450,0
"1502",12,600,1,450,0
"1503",12,600,1.5,450,0
"1504",12,600,2,450,0
"1505",12,600,-1.5,300,46352000
"1506",12,600,-1,300,46352000
"1507",12,600,-0.5,300,46352000
"1508",12,600,0,300,0
"1509",12,600,0.5,300,0
"1510",12,600,1,300,0
"1511",12,600,1.5,300,0
"1512",12,600,2,300,0
"1513",12,600,-1.5,150,46246000
"1514",12,600,-1,150,46246000
"1515",12,600,-0.5,150,46246000
"1516",12,600,0,150,0
"1517",12,600,0.5,150,0
"1518",12,600,1,150,0
"1519",12,600,1.5,150,0
"1520",12,600,2,150,0
"1521",12,600,-1.5,120,46706000
"1522",12,600,-1,120,46706000
"1523",12,600,-0.5,120,46706000
"1524",12,600,0,120,0
"1525",12,600,0.5,120,0
"1526",12,600,1,120,0
"1527",12,600,1.5,120,0
"1528",12,600,2,120,0
"1529",12,400,-1.5,320,46042000
"1530",12,400,-1,320,46042000
"1531",12,400,-0.5,320,46042000
"1532",12,400,0,320,0
"1533",12,400,0.5,320,0
"1534",12,400,1,320,0
"1535",12,400,1.5,320,0
"1536",12,400,2,320,0
"1537",12,400,-1.5,300,46352000
"1538",12,400,-1,300,46352000
"1539",12,400,-0.5,300,46352000
"1540",12,400,0,300,0
"1541",12,400,0.5,300,0
"1542",12,400,1,300,0
"1543",12,400,1.5,300,0
"1544",12,400,2,300,0
"1545",12,400,-1.5,200,46924000
"1546",12,400,-1,200,46924000
"1547",12,400,-0.5,200,46924000
"1548",12,400,0,200,0
"1549",12,400,0.5,200,0
"1550",12,400,1,200,0
"1551",12,400,1.5,200,0
"1552",12,400,2,200,0
"1553",12,400,-1.5,100,44556000
"1554",12,400,-1,100,44556000
"1555",12,400,-0.5,100,44556000
"1556",12,400,0,100,0
"1557",12,400,0.5,100,0
"1558",12,400,1,100,0
"1559",12,400,1.5,100,0
"1560",12,400,2,100,0
"1561",12,400,-1.5,80,44958000
"1562",12,400,-1,80,44958000
"1563",12,400,-0.5,80,44958000
"1564",12,400,0,80,0
"1565",12,400,0.5,80,0
"1566",12,400,1,80,0
"1567",12,400,1.5,80,0
"1568",12,400,2,80,0
"1569",12,200,-1.5,160,45526000
"1570",12,200,-1,160,45526000
"1571",12,200,-0.5,160,45526000
"1572",12,200,0,160,0
"1573",12,200,0.5,160,0
"1574",12,200,1,160,0
"1575",12,200,1.5,160,0
"1576",12,200,2,160,0
"1577",12,200,-1.5,150,44824000
"1578",12,200,-1,150,44824000
"1579",12,200,-0.5,150,44824000
"1580",12,200,0,150,0
"1581",12,200,0.5,150,0
"1582",12,200,1,150,0
"1583",12,200,1.5,150,0
"1584",12,200,2,150,0
"1585",12,200,-1.5,100,42272000
"1586",12,200,-1,100,42272000
"1587",12,200,-0.5,100,42272000
"1588",12,200,0,100,0
"1589",12,200,0.5,100,0
"1590",12,200,1,100,0
"1591",12,200,1.5,100,0
"1592",12,200,2,100,0
"1593",12,200,-1.5,50,44896000
"1594",12,200,-1,50,44896000
"1595",12,200,-0.5,50,44896000
"1596",12,200,0,50,0
"1597",12,200,0.5,50,0
"1598",12,200,1,50,0
"1599",12,200,1.5,50,0
"1600",12,200,2,50,0
"1601",12,200,-1.5,40,44152000
"1602",12,200,-1,40,44152000
"1603",12,200,-0.5,40,44152000
"1604",12,200,0,40,7476000
"1605",12,200,0.5,40,0
"1606",12,200,1,40,0
"1607",12,200,1.5,40,0
"1608",12,200,2,40,0
"1609",12,100,-1.5,80,45208000
"1610",12,100,-1,80,45208000
"1611",12,100,-0.5,80,45208000
"1612",12,100,0,80,0
"1613",12,100,0.5,80,0
"1614",12,100,1,80,0
"1615",12,100,1.5,80,0
"1616",12,100,2,80,0
"1617",12,100,-1.5,75,45618000
"1618",12,100,-1,75,45618000
"1619",12,100,-0.5,75,45618000
"1620",12,100,0,75,0
"1621",12,100,0.5,75,0
"1622",12,100,1,75,0
"1623",12,100,1.5,75,0
"1624",12,100,2,75,0
"1625",12,100,-1.5,50,44332000
"1626",12,100,-1,50,44332000
"1627",12,100,-0.5,50,44332000
"1628",12,100,0,50,15796000
"1629",12,100,0.5,50,0
"1630",12,100,1,50,0
"1631",12,100,1.5,50,0
"1632",12,100,2,50,0
"1633",12,100,-1.5,25,43294000
"1634",12,100,-1,25,43294000
"1635",12,100,-0.5,25,43294000
"1636",12,100,0,25,30456000
"1637",12,100,0.5,25,0
"1638",12,100,1,25,0
"1639",12,100,1.5,25,0
"1640",12,100,2,25,0
"1641",12,100,-1.5,20,43040000
"1642",12,100,-1,20,43040000
"1643",12,100,-0.5,20,43040000
"1644",12,100,0,20,38082000
"1645",12,100,0.5,20,0
"1646",12,100,1,20,0
"1647",12,100,1.5,20,0
"1648",12,100,2,20,0
"1649",12,50,-1.5,40,41760000
"1650",12,50,-1,40,41760000
"1651",12,50,-0.5,40,41760000
"1652",12,50,0,40,38122000
"1653",12,50,0.5,40,0
"1654",12,50,1,40,0
"1655",12,50,1.5,40,0
"1656",12,50,2,40,0
"1657",12,50,-1.5,37,41780000
"1658",12,50,-1,37,41780000
"1659",12,50,-0.5,37,41780000
"1660",12,50,0,37,38122000
"1661",12,50,0.5,37,0
"1662",12,50,1,37,0
"1663",12,50,1.5,37,0
"1664",12,50,2,37,0
"1665",12,50,-1.5,25,41190000
"1666",12,50,-1,25,41190000
"1667",12,50,-0.5,25,41190000
"1668",12,50,0,25,41600000
"1669",12,50,0.5,25,0
"1670",12,50,1,25,0
"1671",12,50,1.5,25,0
"1672",12,50,2,25,0
"1673",12,50,-1.5,12,41320000
"1674",12,50,-1,12,41320000
"1675",12,50,-0.5,12,41320000
"1676",12,50,0,12,40272000
"1677",12,50,0.5,12,0
"1678",12,50,1,12,0
"1679",12,50,1.5,12,0
"1680",12,50,2,12,0
"1681",12,50,-1.5,10,40652000
"1682",12,50,-1,10,40652000
"1683",12,50,-0.5,10,40652000
"1684",12,50,0,10,39498000
"1685",12,50,0.5,10,0
"1686",12,50,1,10,0
"1687",12,50,1.5,10,0
"1688",12,50,2,10,0
"1689",12,20,-1.5,16,40972000
"1690",12,20,-1,16,40972000
"1691",12,20,-0.5,16,40972000
"1692",12,20,0,16,44624000
"1693",12,20,0.5,16,0
"1694",12,20,1,16,0
"1695",12,20,1.5,16,0
"1696",12,20,2,16,0
"1697",12,20,-1.5,15,41456000
"1698",12,20,-1,15,41456000
"1699",12,20,-0.5,15,41456000
"1700",12,20,0,15,44496000
"1701",12,20,0.5,15,0
"1702",12,20,1,15,0
"1703",12,20,1.5,15,0
"1704",12,20,2,15,0
"1705",12,20,-1.5,10,37144000
"1706",12,20,-1,10,37144000
"1707",12,20,-0.5,10,37144000
"1708",12,20,0,10,43658000
"1709",12,20,0.5,10,0
"1710",12,20,1,10,0
"1711",12,20,1.5,10,0
"1712",12,20,2,10,0
"1713",12,20,-1.5,5,38466000
"1714",12,20,-1,5,38466000
"1715",12,20,-0.5,5,38466000
"1716",12,20,0,5,42522000
"1717",12,20,0.5,5,0
"1718",12,20,1,5,0
"1719",12,20,1.5,5,0
"1720",12,20,2,5,0
"1721",12,20,-1.5,4,37152000
"1722",12,20,-1,4,37152000
"1723",12,20,-0.5,4,37152000
"1724",12,20,0,4,43152000
"1725",12,20,0.5,4,0
"1726",12,20,1,4,0
"1727",12,20,1.5,4,0
"1728",12,20,2,4,0
"1729",12,10,-1.5,8,36176000
"1730",12,10,-1,8,36176000
"1731",12,10,-0.5,8,36176000
"1732",12,10,0,8,44438000
"1733",12,10,0.5,8,0
"1734",12,10,1,8,0
"1735",12,10,1.5,8,0
"1736",12,10,2,8,0
"1737",12,10,-1.5,7,36668000
"1738",12,10,-1,7,36668000
"1739",12,10,-0.5,7,36668000
"1740",12,10,0,7,44958000
"1741",12,10,0.5,7,0
"1742",12,10,1,7,0
"1743",12,10,1.5,7,0
"1744",12,10,2,7,0
"1745",12,10,-1.5,5,35670000
"1746",12,10,-1,5,35670000
"1747",12,10,-0.5,5,35670000
"1748",12,10,0,5,44426000
"1749",12,10,0.5,5,0
"1750",12,10,1,5,0
"1751",12,10,1.5,5,0
"1752",12,10,2,5,0
"1753",12,10,-1.5,2,37090000
"1754",12,10,-1,2,37090000
"1755",12,10,-0.5,2,37090000
"1756",12,10,0,2,41826000
"1757",12,10,0.5,2,0
"1758",12,10,1,2,0
"1759",12,10,1.5,2,0
"1760",12,10,2,2,0
"1761",14,1000,-1.5,800,49886000
"1762",14,1000,-1,800,49886000
"1763",14,1000,-0.5,800,49886000
"1764",14,1000,0,800,0
"1765",14,1000,0.5,800,0
