max_depth	min_split	cp	minbucket	ganancia_promedio
10	800	2	400	0
10	800	-1.5	200	47352000
10	800	-1	200	47352000
10	800	-0.5	200	47352000
10	800	0	200	0
10	800	0.5	200	0
10	800	1	200	0
10	800	1.5	200	0
10	800	2	200	0
10	800	-1.5	160	47808000
10	800	-1	160	47808000
10	800	-0.5	160	47808000
10	800	0	160	0
10	800	0.5	160	0
10	800	1	160	0
10	800	1.5	160	0
10	800	2	160	0
10	600	-1.5	480	48032000
10	600	-1	480	48032000
10	600	-0.5	480	48032000
10	600	0	480	0
10	600	0.5	480	0
10	600	1	480	0
10	600	1.5	480	0
10	600	2	480	0
10	600	-1.5	450	47940000
10	600	-1	450	47940000
10	600	-0.5	450	47940000
10	600	0	450	0
10	600	0.5	450	0
10	600	1	450	0
10	600	1.5	450	0
10	600	2	450	0
10	600	-1.5	300	46926000
10	600	-1	300	46926000
10	600	-0.5	300	46926000
10	600	0	300	0
10	600	0.5	300	0
10	600	1	300	0
10	600	1.5	300	0
10	600	2	300	0
10	600	-1.5	150	47096000
10	600	-1	150	47096000
10	600	-0.5	150	47096000
10	600	0	150	0
10	600	0.5	150	0
10	600	1	150	0
10	600	1.5	150	0
10	600	2	150	0
10	600	-1.5	120	47242000
10	600	-1	120	47242000
10	600	-0.5	120	47242000
10	600	0	120	0
10	600	0.5	120	0
10	600	1	120	0
10	600	1.5	120	0
10	600	2	120	0
10	400	-1.5	320	46616000
10	400	-1	320	46616000
10	400	-0.5	320	46616000
10	400	0	320	0
10	400	0.5	320	0
10	400	1	320	0
10	400	1.5	320	0
10	400	2	320	0
10	400	-1.5	300	46926000
10	400	-1	300	46926000
10	400	-0.5	300	46926000
10	400	0	300	0
10	400	0.5	300	0
10	400	1	300	0
10	400	1.5	300	0
10	400	2	300	0
10	400	-1.5	200	47702000
10	400	-1	200	47702000
10	400	-0.5	200	47702000
10	400	0	200	0
10	400	0.5	200	0
10	400	1	200	0
10	400	1.5	200	0
10	400	2	200	0
10	400	-1.5	100	46114000
10	400	-1	100	46114000
10	400	-0.5	100	46114000
10	400	0	100	0
10	400	0.5	100	0
10	400	1	100	0
10	400	1.5	100	0
10	400	2	100	0
10	400	-1.5	80	46284000
10	400	-1	80	46284000
10	400	-0.5	80	46284000
10	400	0	80	0
10	400	0.5	80	0
10	400	1	80	0
10	400	1.5	80	0
10	400	2	80	0
10	200	-1.5	160	46378000
10	200	-1	160	46378000
10	200	-0.5	160	46378000
10	200	0	160	0
10	200	0.5	160	0
10	200	1	160	0
10	200	1.5	160	0
10	200	2	160	0
10	200	-1.5	150	45506000
10	200	-1	150	45506000
10	200	-0.5	150	45506000
10	200	0	150	0
10	200	0.5	150	0
10	200	1	150	0
10	200	1.5	150	0
10	200	2	150	0
10	200	-1.5	100	44560000
10	200	-1	100	44560000
10	200	-0.5	100	44560000
10	200	0	100	0
10	200	0.5	100	0
10	200	1	100	0
10	200	1.5	100	0
10	200	2	100	0
10	200	-1.5	50	48298000
10	200	-1	50	48298000
10	200	-0.5	50	48298000
10	200	0	50	0
10	200	0.5	50	0
10	200	1	50	0
10	200	1.5	50	0
10	200	2	50	0
10	200	-1.5	40	46456000
10	200	-1	40	46456000
10	200	-0.5	40	46456000
10	200	0	40	7476000
10	200	0.5	40	0
10	200	1	40	0
10	200	1.5	40	0
10	200	2	40	0
10	100	-1.5	80	47214000
10	100	-1	80	47214000
10	100	-0.5	80	47214000
10	100	0	80	0
10	100	0.5	80	0
10	100	1	80	0
10	100	1.5	80	0
10	100	2	80	0
10	100	-1.5	75	47142000
10	100	-1	75	47142000
10	100	-0.5	75	47142000
10	100	0	75	0
10	100	0.5	75	0
10	100	1	75	0
10	100	1.5	75	0
10	100	2	75	0
10	100	-1.5	50	46352000
10	100	-1	50	46352000
10	100	-0.5	50	46352000
10	100	0	50	15796000
10	100	0.5	50	0
10	100	1	50	0
10	100	1.5	50	0
10	100	2	50	0
10	100	-1.5	25	43046000
10	100	-1	25	43046000
10	100	-0.5	25	43046000
10	100	0	25	30790000
10	100	0.5	25	0
10	100	1	25	0
10	100	1.5	25	0
10	100	2	25	0
10	100	-1.5	20	43776000
10	100	-1	20	43776000
10	100	-0.5	20	43776000
10	100	0	20	38082000
10	100	0.5	20	0
10	100	1	20	0
10	100	1.5	20	0
10	100	2	20	0
10	50	-1.5	40	44424000
10	50	-1	40	44424000
10	50	-0.5	40	44424000
10	50	0	40	38122000
10	50	0.5	40	0
10	50	1	40	0
10	50	1.5	40	0
10	50	2	40	0
10	50	-1.5	37	44040000
10	50	-1	37	44040000
10	50	-0.5	37	44040000
10	50	0	37	38122000
10	50	0.5	37	0
10	50	1	37	0
10	50	1.5	37	0
10	50	2	37	0
10	50	-1.5	25	40712000
10	50	-1	25	40712000
10	50	-0.5	25	40712000
10	50	0	25	41934000
10	50	0.5	25	0
10	50	1	25	0
10	50	1.5	25	0
10	50	2	25	0
10	50	-1.5	12	45060000
10	50	-1	12	45060000
10	50	-0.5	12	45060000
10	50	0	12	40272000
10	50	0.5	12	0
10	50	1	12	0
10	50	1.5	12	0
10	50	2	12	0
10	50	-1.5	10	44630000
10	50	-1	10	44630000
10	50	-0.5	10	44630000
10	50	0	10	39962000
10	50	0.5	10	0
10	50	1	10	0
10	50	1.5	10	0
10	50	2	10	0
10	20	-1.5	16	42452000
10	20	-1	16	42452000
10	20	-0.5	16	42452000
10	20	0	16	44596000
10	20	0.5	16	0
10	20	1	16	0
10	20	1.5	16	0
10	20	2	16	0
10	20	-1.5	15	43502000
10	20	-1	15	43502000
10	20	-0.5	15	43502000
10	20	0	15	44468000
10	20	0.5	15	0
10	20	1	15	0
10	20	1.5	15	0
10	20	2	15	0
10	20	-1.5	10	42120000
10	20	-1	10	42120000
10	20	-0.5	10	42120000
10	20	0	10	44398000
10	20	0.5	10	0
10	20	1	10	0
10	20	1.5	10	0
10	20	2	10	0
10	20	-1.5	5	43436000
10	20	-1	5	43436000
10	20	-0.5	5	43436000
10	20	0	5	43474000
10	20	0.5	5	0
10	20	1	5	0
10	20	1.5	5	0
10	20	2	5	0
10	20	-1.5	4	42212000
10	20	-1	4	42212000
10	20	-0.5	4	42212000
10	20	0	4	44082000
10	20	0.5	4	0
10	20	1	4	0
10	20	1.5	4	0
10	20	2	4	0
10	10	-1.5	8	42754000
10	10	-1	8	42754000
10	10	-0.5	8	42754000
10	10	0	8	45430000
10	10	0.5	8	0
10	10	1	8	0
10	10	1.5	8	0
10	10	2	8	0
10	10	-1.5	7	43152000
10	10	-1	7	43152000
10	10	-0.5	7	43152000
10	10	0	7	45252000
10	10	0.5	7	0
10	10	1	7	0
10	10	1.5	7	0
10	10	2	7	0
10	10	-1.5	5	41364000
10	10	-1	5	41364000
10	10	-0.5	5	41364000
10	10	0	5	45920000
10	10	0.5	5	0
10	10	1	5	0
10	10	1.5	5	0
10	10	2	5	0
10	10	-1.5	2	41276000
10	10	-1	2	41276000
10	10	-0.5	2	41276000
10	10	0	2	43708000
10	10	0.5	2	0
10	10	1	2	0
10	10	1.5	2	0
10	10	2	2	0
12	1000	-1.5	800	49886000
12	1000	-1	800	49886000
12	1000	-0.5	800	49886000
12	1000	0	800	0
12	1000	0.5	800	0
12	1000	1	800	0
12	1000	1.5	800	0
12	1000	2	800	0
12	1000	-1.5	750	49908000
12	1000	-1	750	49908000
12	1000	-0.5	750	49908000
12	1000	0	750	0
12	1000	0.5	750	0
12	1000	1	750	0
12	1000	1.5	750	0
12	1000	2	750	0
12	1000	-1.5	500	47854000
12	1000	-1	500	47854000
12	1000	-0.5	500	47854000
12	1000	0	500	0
12	1000	0.5	500	0
12	1000	1	500	0
12	1000	1.5	500	0
12	1000	2	500	0
12	1000	-1.5	250	46924000
12	1000	-1	250	46924000
12	1000	-0.5	250	46924000
12	1000	0	250	0
12	1000	0.5	250	0
12	1000	1	250	0
12	1000	1.5	250	0
12	1000	2	250	0
12	1000	-1.5	200	47438000
12	1000	-1	200	47438000
12	1000	-0.5	200	47438000
12	1000	0	200	0
12	1000	0.5	200	0
12	1000	1	200	0
12	1000	1.5	200	0
12	1000	2	200	0
12	800	-1.5	640	49030000
12	800	-1	640	49030000
12	800	-0.5	640	49030000
12	800	0	640	0
12	800	0.5	640	0
12	800	1	640	0
12	800	1.5	640	0
12	800	2	640	0
12	800	-1.5	600	48752000
12	800	-1	600	48752000
12	800	-0.5	600	48752000
12	800	0	600	0
12	800	0.5	600	0
12	800	1	600	0
12	800	1.5	600	0
12	800	2	600	0
12	800	-1.5	400	47846000
12	800	-1	400	47846000
12	800	-0.5	400	47846000
12	800	0	400	0
12	800	0.5	400	0
12	800	1	400	0
12	800	1.5	400	0
12	800	2	400	0
12	800	-1.5	200	47034000
12	800	-1	200	47034000
12	800	-0.5	200	47034000
12	800	0	200	0
12	800	0.5	200	0
12	800	1	200	0
12	800	1.5	200	0
12	800	2	200	0
12	800	-1.5	160	47102000
12	800	-1	160	47102000
12	800	-0.5	160	47102000
12	800	0	160	0
12	800	0.5	160	0
12	800	1	160	0
12	800	1.5	160	0
12	800	2	160	0
12	600	-1.5	480	47708000
12	600	-1	480	47708000
12	600	-0.5	480	47708000
12	600	0	480	0
12	600	0.5	480	0
12	600	1	480	0
12	600	1.5	480	0
12	600	2	480	0
12	600	-1.5	450	47684000
12	600	-1	450	47684000
12	600	-0.5	450	47684000
12	600	0	450	0
12	600	0.5	450	0
12	600	1	450	0
12	600	1.5	450	0
12	600	2	450	0
12	600	-1.5	300	46352000
12	600	-1	300	46352000
12	600	-0.5	300	46352000
12	600	0	300	0
12	600	0.5	300	0
12	600	1	300	0
12	600	1.5	300	0
12	600	2	300	0
12	600	-1.5	150	46246000
12	600	-1	150	46246000
12	600	-0.5	150	46246000
12	600	0	150	0
12	600	0.5	150	0
12	600	1	150	0
12	600	1.5	150	0
12	600	2	150	0
12	600	-1.5	120	46706000
12	600	-1	120	46706000
12	600	-0.5	120	46706000
12	600	0	120	0
12	600	0.5	120	0
12	600	1	120	0
12	600	1.5	120	0
12	600	2	120	0
12	400	-1.5	320	46042000
12	400	-1	320	46042000
12	400	-0.5	320	46042000
12	400	0	320	0
12	400	0.5	320	0
12	400	1	320	0
12	400	1.5	320	0
12	400	2	320	0
12	400	-1.5	300	46352000
12	400	-1	300	46352000
12	400	-0.5	300	46352000
12	400	0	300	0
12	400	0.5	300	0
12	400	1	300	0
12	400	1.5	300	0
12	400	2	300	0
12	400	-1.5	200	46924000
12	400	-1	200	46924000
12	400	-0.5	200	46924000
12	400	0	200	0
12	400	0.5	200	0
12	400	1	200	0
12	400	1.5	200	0
12	400	2	200	0
12	400	-1.5	100	44556000
12	400	-1	100	44556000
12	400	-0.5	100	44556000
12	400	0	100	0
12	400	0.5	100	0
12	400	1	100	0
12	400	1.5	100	0
12	400	2	100	0
12	400	-1.5	80	44958000
12	400	-1	80	44958000
12	400	-0.5	80	44958000
12	400	0	80	0
12	400	0.5	80	0
12	400	1	80	0
12	400	1.5	80	0
12	400	2	80	0
12	200	-1.5	160	45526000
12	200	-1	160	45526000
12	200	-0.5	160	45526000
12	200	0	160	0
12	200	0.5	160	0
12	200	1	160	0
12	200	1.5	160	0
12	200	2	160	0
12	200	-1.5	150	44824000
12	200	-1	150	44824000
12	200	-0.5	150	44824000
12	200	0	150	0
12	200	0.5	150	0
12	200	1	150	0
12	200	1.5	150	0
12	200	2	150	0
12	200	-1.5	100	42272000
12	200	-1	100	42272000
12	200	-0.5	100	42272000
12	200	0	100	0
12	200	0.5	100	0
12	200	1	100	0
12	200	1.5	100	0
12	200	2	100	0
12	200	-1.5	50	44896000
12	200	-1	50	44896000
12	200	-0.5	50	44896000
12	200	0	50	0
12	200	0.5	50	0
12	200	1	50	0
12	200	1.5	50	0
12	200	2	50	0
12	200	-1.5	40	44152000
12	200	-1	40	44152000
12	200	-0.5	40	44152000
12	200	0	40	7476000
12	200	0.5	40	0
12	200	1	40	0
12	200	1.5	40	0
12	200	2	40	0
12	100	-1.5	80	45208000
12	100	-1	80	45208000
12	100	-0.5	80	45208000
12	100	0	80	0
12	100	0.5	80	0
12	100	1	80	0
12	100	1.5	80	0
12	100	2	80	0
12	100	-1.5	75	45618000
12	100	-1	75	45618000
12	100	-0.5	75	45618000
12	100	0	75	0
12	100	0.5	75	0
12	100	1	75	0
12	100	1.5	75	0
12	100	2	75	0
12	100	-1.5	50	44332000
12	100	-1	50	44332000
12	100	-0.5	50	44332000
12	100	0	50	15796000
12	100	0.5	50	0
12	100	1	50	0
12	100	1.5	50	0
12	100	2	50	0
12	100	-1.5	25	43294000
12	100	-1	25	43294000
12	100	-0.5	25	43294000
12	100	0	25	30456000
12	100	0.5	25	0
12	100	1	25	0
12	100	1.5	25	0
12	100	2	25	0
12	100	-1.5	20	43040000
12	100	-1	20	43040000
12	100	-0.5	20	43040000
12	100	0	20	38082000
12	100	0.5	20	0
12	100	1	20	0
12	100	1.5	20	0
12	100	2	20	0
12	50	-1.5	40	41760000
12	50	-1	40	41760000
12	50	-0.5	40	41760000
12	50	0	40	38122000
12	50	0.5	40	0
12	50	1	40	0
12	50	1.5	40	0
12	50	2	40	0
12	50	-1.5	37	41780000
12	50	-1	37	41780000
12	50	-0.5	37	41780000
12	50	0	37	38122000
12	50	0.5	37	0
12	50	1	37	0
12	50	1.5	37	0
12	50	2	37	0
12	50	-1.5	25	41190000
12	50	-1	25	41190000
12	50	-0.5	25	41190000
12	50	0	25	41600000
12	50	0.5	25	0
12	50	1	25	0
12	50	1.5	25	0
12	50	2	25	0
12	50	-1.5	12	41320000
12	50	-1	12	41320000
12	50	-0.5	12	41320000
12	50	0	12	40272000
12	50	0.5	12	0
12	50	1	12	0
12	50	1.5	12	0
12	50	2	12	0
12	50	-1.5	10	40652000
12	50	-1	10	40652000
12	50	-0.5	10	40652000
12	50	0	10	39498000
12	50	0.5	10	0
12	50	1	10	0
12	50	1.5	10	0
12	50	2	10	0
12	20	-1.5	16	40972000
12	20	-1	16	40972000
12	20	-0.5	16	40972000
12	20	0	16	44624000
12	20	0.5	16	0
12	20	1	16	0
12	20	1.5	16	0
12	20	2	16	0
12	20	-1.5	15	41456000
12	20	-1	15	41456000
12	20	-0.5	15	41456000
12	20	0	15	44496000
12	20	0.5	15	0
12	20	1	15	0
12	20	1.5	15	0
12	20	2	15	0
12	20	-1.5	10	37144000
12	20	-1	10	37144000
12	20	-0.5	10	37144000
12	20	0	10	43658000
12	20	0.5	10	0
12	20	1	10	0
12	20	1.5	10	0
12	20	2	10	0
12	20	-1.5	5	38466000
12	20	-1	5	38466000
12	20	-0.5	5	38466000
12	20	0	5	42522000
12	20	0.5	5	0
12	20	1	5	0
12	20	1.5	5	0
12	20	2	5	0
12	20	-1.5	4	37152000
12	20	-1	4	37152000
12	20	-0.5	4	37152000
12	20	0	4	43152000
12	20	0.5	4	0
12	20	1	4	0
12	20	1.5	4	0
12	20	2	4	0
12	10	-1.5	8	36176000
12	10	-1	8	36176000
12	10	-0.5	8	36176000
12	10	0	8	44438000
12	10	0.5	8	0
12	10	1	8	0
12	10	1.5	8	0
12	10	2	8	0
12	10	-1.5	7	36668000
12	10	-1	7	36668000
12	10	-0.5	7	36668000
12	10	0	7	44958000
12	10	0.5	7	0
12	10	1	7	0
12	10	1.5	7	0
12	10	2	7	0
12	10	-1.5	5	35670000
12	10	-1	5	35670000
12	10	-0.5	5	35670000
12	10	0	5	44426000
12	10	0.5	5	0
12	10	1	5	0
12	10	1.5	5	0
12	10	2	5	0
12	10	-1.5	2	37090000
12	10	-1	2	37090000
12	10	-0.5	2	37090000
12	10	0	2	41826000
12	10	0.5	2	0
12	10	1	2	0
12	10	1.5	2	0
12	10	2	2	0
14	1000	-1.5	800	49886000
14	1000	-1	800	49886000
14	1000	-0.5	800	49886000
14	1000	0	800	0
14	1000	0.5	800	0
14	1000	1	800	0
14	1000	1.5	800	0
14	1000	2	800	0
14	1000	-1.5	750	49908000
14	1000	-1	750	49908000
14	1000	-0.5	750	49908000
14	1000	0	750	0
14	1000	0.5	750	0
14	1000	1	750	0
14	1000	1.5	750	0
14	1000	2	750	0
14	1000	-1.5	500	47854000
14	1000	-1	500	47854000
14	1000	-0.5	500	47854000
14	1000	0	500	0
14	1000	0.5	500	0
14	1000	1	500	0
14	1000	1.5	500	0
14	1000	2	500	0
14	1000	-1.5	250	46924000
14	1000	-1	250	46924000
14	1000	-0.5	250	46924000
14	1000	0	250	0
14	1000	0.5	250	0
14	1000	1	250	0
14	1000	1.5	250	0
14	1000	2	250	0
14	1000	-1.5	200	47438000
14	1000	-1	200	47438000
14	1000	-0.5	200	47438000
14	1000	0	200	0
14	1000	0.5	200	0
14	1000	1	200	0
14	1000	1.5	200	0
14	1000	2	200	0
14	800	-1.5	640	49030000
14	800	-1	640	49030000
14	800	-0.5	640	49030000
14	800	0	640	0
14	800	0.5	640	0
14	800	1	640	0
14	800	1.5	640	0
14	800	2	640	0
14	800	-1.5	600	48752000
14	800	-1	600	48752000
14	800	-0.5	600	48752000
14	800	0	600	0
14	800	0.5	600	0
14	800	1	600	0
14	800	1.5	600	0
14	800	2	600	0
14	800	-1.5	400	47846000
14	800	-1	400	47846000
14	800	-0.5	400	47846000
14	800	0	400	0
14	800	0.5	400	0
14	800	1	400	0
14	800	1.5	400	0
14	800	2	400	0
14	800	-1.5	200	47034000
14	800	-1	200	47034000
14	800	-0.5	200	47034000
14	800	0	200	0
14	800	0.5	200	0
14	800	1	200	0
14	800	1.5	200	0
14	800	2	200	0
14	800	-1.5	160	47102000
14	800	-1	160	47102000
14	800	-0.5	160	47102000
14	800	0	160	0
14	800	0.5	160	0
14	800	1	160	0
14	800	1.5	160	0
14	800	2	160	0
14	600	-1.5	480	47708000
14	600	-1	480	47708000
14	600	-0.5	480	47708000
14	600	0	480	0
14	600	0.5	480	0
14	600	1	480	0
14	600	1.5	480	0
14	600	2	480	0
14	600	-1.5	450	47684000
14	600	-1	450	47684000
14	600	-0.5	450	47684000
14	600	0	450	0
14	600	0.5	450	0
14	600	1	450	0
14	600	1.5	450	0
14	600	2	450	0
14	600	-1.5	300	46352000
14	600	-1	300	46352000
14	600	-0.5	300	46352000
14	600	0	300	0
14	600	0.5	300	0
14	600	1	300	0
14	600	1.5	300	0
14	600	2	300	0
14	600	-1.5	150	45570000
14	600	-1	150	45570000
14	600	-0.5	150	45570000
14	600	0	150	0
14	600	0.5	150	0
14	600	1	150	0
14	600	1.5	150	0
14	600	2	150	0
14	600	-1.5	120	46042000
14	600	-1	120	46042000
14	600	-0.5	120	46042000
14	600	0	120	0
14	600	0.5	120	0
14	600	1	120	0
14	600	1.5	120	0
14	600	2	120	0
14	400	-1.5	320	46042000
14	400	-1	320	46042000
14	400	-0.5	320	46042000
14	400	0	320	0
14	400	0.5	320	0
14	400	1	320	0
14	400	1.5	320	0
14	400	2	320	0
14	400	-1.5	300	46352000
14	400	-1	300	46352000
14	400	-0.5	300	46352000
14	400	0	300	0
14	400	0.5	300	0
14	400	1	300	0
14	400	1.5	300	0
14	400	2	300	0
14	400	-1.5	200	46594000
14	400	-1	200	46594000
14	400	-0.5	200	46594000
14	400	0	200	0
14	400	0.5	200	0
14	400	1	200	0
14	400	1.5	200	0
14	400	2	200	0
14	400	-1.5	100	43410000
14	400	-1	100	43410000
14	400	-0.5	100	43410000
14	400	0	100	0
14	400	0.5	100	0
14	400	1	100	0
14	400	1.5	100	0
14	400	2	100	0
14	400	-1.5	80	44288000
14	400	-1	80	44288000
14	400	-0.5	80	44288000
14	400	0	80	0
14	400	0.5	80	0
14	400	1	80	0
14	400	1.5	80	0
14	400	2	80	0
14	200	-1.5	160	45040000
14	200	-1	160	45040000
14	200	-0.5	160	45040000
14	200	0	160	0
14	200	0.5	160	0
14	200	1	160	0
14	200	1.5	160	0
14	200	2	160	0
14	200	-1.5	150	43940000
14	200	-1	150	43940000
14	200	-0.5	150	43940000
14	200	0	150	0
14	200	0.5	150	0
14	200	1	150	0
14	200	1.5	150	0
14	200	2	150	0
14	200	-1.5	100	40890000
14	200	-1	100	40890000
14	200	-0.5	100	40890000
14	200	0	100	0
14	200	0.5	100	0
14	200	1	100	0
14	200	1.5	100	0
14	200	2	100	0
14	200	-1.5	50	44082000
14	200	-1	50	44082000
14	200	-0.5	50	44082000
14	200	0	50	0
14	200	0.5	50	0
14	200	1	50	0
14	200	1.5	50	0
14	200	2	50	0
14	200	-1.5	40	43182000
14	200	-1	40	43182000
14	200	-0.5	40	43182000
14	200	0	40	7476000
14	200	0.5	40	0
14	200	1	40	0
14	200	1.5	40	0
14	200	2	40	0
14	100	-1.5	80	43612000
14	100	-1	80	43612000
14	100	-0.5	80	43612000
14	100	0	80	0
14	100	0.5	80	0
14	100	1	80	0
14	100	1.5	80	0
14	100	2	80	0
14	100	-1.5	75	42660000
14	100	-1	75	42660000
14	100	-0.5	75	42660000
14	100	0	75	0
14	100	0.5	75	0
14	100	1	75	0
14	100	1.5	75	0
14	100	2	75	0
14	100	-1.5	50	41308000
14	100	-1	50	41308000
14	100	-0.5	50	41308000
14	100	0	50	15796000
14	100	0.5	50	0
14	100	1	50	0
14	100	1.5	50	0
14	100	2	50	0
14	100	-1.5	25	40290000
14	100	-1	25	40290000
14	100	-0.5	25	40290000
14	100	0	25	30456000
14	100	0.5	25	0
14	100	1	25	0
14	100	1.5	25	0
14	100	2	25	0
14	100	-1.5	20	39218000
14	100	-1	20	39218000
14	100	-0.5	20	39218000
14	100	0	20	38082000
14	100	0.5	20	0
14	100	1	20	0
14	100	1.5	20	0
14	100	2	20	0
14	50	-1.5	40	39638000
14	50	-1	40	39638000
14	50	-0.5	40	39638000
14	50	0	40	38122000
14	50	0.5	40	0
14	50	1	40	0
14	50	1.5	40	0
14	50	2	40	0
14	50	-1.5	37	37064000
14	50	-1	37	37064000
14	50	-0.5	37	37064000
14	50	0	37	38122000
14	50	0.5	37	0
14	50	1	37	0
14	50	1.5	37	0
14	50	2	37	0
14	50	-1.5	25	37396000
14	50	-1	25	37396000
14	50	-0.5	25	37396000
14	50	0	25	41600000
14	50	0.5	25	0
14	50	1	25	0
14	50	1.5	25	0
14	50	2	25	0
14	50	-1.5	12	38014000
14	50	-1	12	38014000
14	50	-0.5	12	38014000
14	50	0	12	40272000
14	50	0.5	12	0
14	50	1	12	0
14	50	1.5	12	0
14	50	2	12	0
14	50	-1.5	10	37924000
14	50	-1	10	37924000
14	50	-0.5	10	37924000
14	50	0	10	41318000
14	50	0.5	10	0
14	50	1	10	0
14	50	1.5	10	0
14	50	2	10	0
14	20	-1.5	16	36984000
14	20	-1	16	36984000
14	20	-0.5	16	36984000
14	20	0	16	44598000
14	20	0.5	16	0
14	20	1	16	0
14	20	1.5	16	0
14	20	2	16	0
14	20	-1.5	15	36570000
14	20	-1	15	36570000
14	20	-0.5	15	36570000
14	20	0	15	44470000
14	20	0.5	15	0
14	20	1	15	0
14	20	1.5	15	0
14	20	2	15	0
14	20	-1.5	10	32764000
14	20	-1	10	32764000
14	20	-0.5	10	32764000
14	20	0	10	42726000
14	20	0.5	10	0
14	20	1	10	0
14	20	1.5	10	0
14	20	2	10	0
14	20	-1.5	5	34378000
14	20	-1	5	34378000
14	20	-0.5	5	34378000
14	20	0	5	42752000
14	20	0.5	5	0
14	20	1	5	0
14	20	1.5	5	0
14	20	2	5	0
14	20	-1.5	4	32746000
14	20	-1	4	32746000
14	20	-0.5	4	32746000
14	20	0	4	43974000
14	20	0.5	4	0
14	20	1	4	0
14	20	1.5	4	0
14	20	2	4	0
14	10	-1.5	8	32922000
14	10	-1	8	32922000
14	10	-0.5	8	32922000
14	10	0	8	43358000
14	10	0.5	8	0
14	10	1	8	0
14	10	1.5	8	0
14	10	2	8	0
14	10	-1.5	7	32458000
14	10	-1	7	32458000
14	10	-0.5	7	32458000
14	10	0	7	43744000
14	10	0.5	7	0
14	10	1	7	0
14	10	1.5	7	0
14	10	2	7	0
14	10	-1.5	5	30812000
14	10	-1	5	30812000
14	10	-0.5	5	30812000
14	10	0	5	40790000
14	10	0.5	5	0
14	10	1	5	0
14	10	1.5	5	0
14	10	2	5	0
14	10	-1.5	2	32438000
14	10	-1	2	32438000
14	10	-0.5	2	32438000
14	10	0	2	38994000
14	10	0.5	2	0
14	10	1	2	0
14	10	1.5	2	0
14	10	2	2	0
